LASAcases,GPSA summary
0,"This alert has been summarized from the original NHS alert and describes a patient safety incident where the patient received an overdose of an oral chemotherapeutic drug. A patient with an aggressive brain tumour was prescribed a high dose of oral chemotherapy (temozolomide oral, 350mg, once daily) to be taken for 5 days followed by a 23 day rest period. This cycle was to be repeated 5 times. After obtaining the original prescription, the patient re-presented four times at pharmacy and was dispensed a repeat prescription over a 26 day period without staff recognizing the patient was not applying the 23 day rest period. The error was recognized when the patient contacted his neuro-oncology consultant for a new prescription after taking 25 doses over 31 days. Following recognition of the overdose, the patient was administered pegfi lgrastim a G-CSF (granlocyte-colony stimulating factor), to stimulate bone marrow production of white blood cells as he was at high risk of becoming neutropenic as a result of the overdose. The patient survived another 6 months and his subsequent death was not deemed related to this incident. Contributing factors were that the patient did not clearly understand the dosing regimen and because the repeat prescriptions were `dispensed within a 5 ? 8 day timeframe rather than a 28 day gap. Actions taken by the facility to reduce likelihood of recurrence of this type of incident are presented."
0,"An pathway for management of patients on warfarin therapy is presented. The pathway includes pharmacy, pathology and discharge services."
0,"This Patient Safety Bulletin reviews concerns with labelling of hepatitis B immunoglobulin and presents recommendations to prevent risk of error. The manufacture of the immunoglobulin results in batches of medication with different strengths. A minimum strength is assured for all batches but the actual strength of the medication is noted on a separate label from the general label on the front of the vial. A patient safety incident is described where a patient received an overdose (wrong dose) of hepatitis B immunoglobulin. A patient came in for her monthly dose of hepatitis B immunoglobulin, required following a liver transplant to decrease the risk of hepatitis. The on-call pharmacist, unaware of a recent change in the supplier of the medication and not present for the staff briefing on the change and its implications for patient safety, entered the drug into the Pharmacy computer system incorrectly using the concentration on the front of the box ( >312 IU/mL) (minimum assured concentration) versus the correct concentration of 570 IU/mL - written sideways on the side of the vial. In addition, the IV label printed the correct dose (20,000 units), however, the volume (mLs) on the label was incorrect. Upon investigation it was discovered that the new drug was also entered incorrectly in the drug database resulting in an incorrect volume. The medication was mixed by the IV technician and checked by another pharmacist all without noticing the correct vial concentration on the side of the vial. The final, and incorrect, infusion the patient received was 33,000 units versus the correct 20,000 units. Contributing factors of the incident included: - A labelling difference between the box the medication came in, and the vial containing the medication - Label on the side of the vial listing the actual strength of the medication - Staff briefings typically do not include resource or on-call pharmacists and pharmacy technicians. Due to sometimes-long absences, email notices are often missed by on-call pharmacists and pharmacy technicians. - The change in the strength was displayed correctly and clearly in the computer system, but the incorrect volume was missed, which resulted in an inaccurate dose. - Because the initial basis for the calculating the dose was wrong, the pharmacistÅfs double check of the IV infusion by the pharmacy technician did not pick up the error. - Because the label on the box of the new immunoglobulin read the same as the previous immunoglobulin, the pharmacists missed the small print off to the side on the box and on the vial itself."
0,"The Bulletin provides information about heparin incidents that have been reported in Canada and internationally, as well as a summary of recommendations to minimize risk of patient harm with unfractionated heparin. ISMP Canada received more than 1,000 voluntary reports involving heparin between January 2000 and June 2008, 74 of which resulted in harm or death."
0,"This Risk Alert reviews common examples of paediatric medication errors which may occur during prescribing, dispensing or administering processes and provides actions to reduce the risk of related medication patient incidents."
0,"This lesson describes a fatal patient safety incident where poor communication and lack of appropriate clinical management guidelines resulted in the patient's death due to a known, severe side effect of a drug. A routine blood test on a mental health patient treated with clozapine revealed low white blood cells. Neutropenia/agranulocytosis is a known potential side effect of clozapine. The haematologist recommended that: the patient be taken to the hospital emergency department for urgent medical review; to cease clozapine until further notice; the patientÅfs temperature should be closely monitored and Granulocyte Colony Stimulating Factor (GCSF) should commence to increase white blood cell production. This information was emailed to the mental health team and communicated to mental health and emergency department triage staff. The patient was assessed by ED staff late that day. No follow up for antibiotics or GCSF was done. The patient was transferred to the acute psychiatric ward where, on the third day, he developed a temperature. IV antibiotics were commenced, the patient was transferred to an acute inpatient unit and monitoring continued. Ten days later the patient developed hypotension and tachycardia and was transferred to ICU with septic shock. Medications and treatment were given including GCSF and inotropes. The patient died the following week from sepsis and multi organ failure. Contributing factors incl"
0,"An elderly home care client was living alone and receiving Fentanyl patches. The Fentanyl dose was increased to 112 mg, which required one patch of 100 mg and one of 12 mg. The patient's Primary Nurse was off so a variety of casual, regular and agency replacement nurses were making the home visits. During one of the visits, the agency nurse applied only one 12 mg patch. The client presented to hospital shortly after with hallucinations, restless limb movements, numbness and tingling in one arm, and some confusion. The client was admitted to hospital with a diagnosis of opioid withdrawal associated with delirium. There was no evidence of a narcotic sign off sheet in the Home Care Nursing File to keep count of narcotics. Replacement/Agency nurses are utilized for home visits after all Home Care resources have been exhausted. The assignment sheets are not prioritized for this replacement nurse and their orientation is one day with a 2-hour office orientation. The WRHA provides Home Care nurses with a full week orientation. The way in which the Home Care Visiting Nurse file is organized makes it difficult to find corroborating information at a glance."
0,"The patient presented to hospital with increased abdominal and leg swelling as well as shortness of breath. The patient had a significant history of heart disease, including congestive heart disease, and was awaiting assessment for possible aortic valve replacement. Incomplete medication reconciliation (Med Rec) resulted in the patient receiving two doses of the previously stopped medication Ramipril. Ramipril was listed on the patient's dispensing history in the Drug Programs Information Network (DPIN) however it had been discontinued prior to the patient's admission to the Emergency Department. The physicians believed the patient was actively receiving and tolerating the medication prior to presentation and wanted to maintain the regime. Two doses of Ramipril were given then the patient became hypotensive and developed chest pain. The patient was transferred to ICU and died 4 days later."
0,An infant with multiple medical problems was referred to the Emergency Department (ED) from a pediatrician's office. The infant was in significant respiratory distress and needed intubation as well as initiation of Dopamine/Epinephrine. Two medication errors occurred: the dose of Dopamine was given at twice the intended rate and the Epinephrine infusion rate was decreased rather than increased. There was no apparent harm to the infant however the possibility of subtle damage cannot be conclusively ruled out. The incident occurred less than two weeks after the pediatric emergency services were moved to a new area and staff were not yet familiar with the location of supplies and/or equipment. It was difficult to detect a non-standard concentration of the Dopamine since the labels on the two different concentrations (800 micrograms per ml and 1600 micrograms per ml) were almost identical. The non-standardized concentration of Dopamine (1600 micrograms per ml) for a pediatric area was used. Verbal orders to change the dosage of Epinephrine were unclear and interpreted incorrectly. Decision aids for drug dosing and infusion preparation did not provide the requisite information for staff. The medication errors were not documented on the patient's chart.
0,"A patient experienced apnea and recurrent respiratory depression that was treated and improved with Narcan administration. The patient was transferred to ICU for closer monitoring and returned to the unit the next day. The approach to pain control was not optimal and the respiratory symptoms were related to over medication. The patient's dehydration was not assessed prior to second Emergency physician assessment and it is unclear if all the patient's symptoms were truly secondary to pain, or whether there was another process involved such as dementia or delirium."
0,"A resident was given multiple medications (diuretic, antidepressant, anticonvulsant, tranquilizer and two different antipsychotics) intended for another resident resulting in hospitalization and intubation. The resident subsequently recovered from the event. Medication administration frequently occurs over mealtime for multiple residents in different areas of the facility. The top of the medication cart was cluttered and there were more interruptions than usual during the medication administration process at the time of the event."
0,"The Bulletin describes a medication incident where prefilled, needleless IV tubing compatible syringes of epinephrine were not stocked on the cardiac arrest cart and therefore not immediately available for treatment of a male patient in his early 50s that was in cardiac arrest. There were prefilled syringes of epinephrine 1 mg/10 mL for intracardiac administration and epinephrine 1 mg/mL ampoules available but the members of the cardiac arrest team were unable to quickly determine the dilution required. A physician administered an alternative medication, the patient's cardiac rhythm was stabilized within 45 minutes and he did not experience permanent harm. A description of the contributing factors as well as recommendations for reducing the risk of recurrence are provided."
0,This Safety Information contains the Australia and New Zealand consensus statement for acetaminophen (paracetamol) overdose that includes the acetaminophen treatment nomogram.
0,"This Safety Information discusses the risk of harmful patient safety incidents in patients who have taken zolpidem for treatment of insomnia. Approximately one-third of reports on this topic identified abnormal sleep behaviour (e.g. sleep walking, sleep driving) as an adverse reaction."
0,This Patient Safety Advisory discusses contamination of the contents of multidose vials due to re-entry of needles into the vial after using that needle and syringe on a patient. Infection of the patient with a blood borne pathogen can result. The Advisory identifies that lack of knowledge of the risk and/or poor aseptic technique likely contribute to patient safety incidents. Safe practices for multidose vials are shared.
0,"This Patient Safety Advisory discusses serious and fatal patient safety incidents that can occur with the use of sterile water for injection and sterile water for inhalation (high alert drugs). Several patient incidents are described and recommendations to reduce risk of occurrence are provided. Contributing factors to the incidents include the following: - failure among healthcare practitioners to recognize the danger of infusing plain sterile water intravenously to treat hypernatremia, - bags of sterile water for injection and inhalation are being mistaken for intravenous (IV) solutions when they are stocked on patient care units, - hospital materials management departments may inappropriately provide patient care areas with liter bags of sterile water, - emergency malignant hyperthermia boxes found in the operating room and postanesthesia care unit can be another source of sterile water bags. These boxes often are stocked with 1 L bags of sterile water to dilute dantrolene sodium for injection, used to treat malignant hyperthermia. Unused or partially used bags of the solution may find their way into IV stock or be hung as an IV solution during emergent treatment. - Respiratory therapy staff may also store or bring bags of sterile water to patient care units for humidification devices used with ventilators or continuous positive airway pressure (CPAP) devices. - sterile water for inhalation is available in 250 mL, 500 mL, 1 L, 2 L, and 3 L bags that can be used for wet setups. Some of these bags not only look similar to other IV solutions, but they can also be attached to IV tubing (and may be listed for purchase as ÅgIV solutionsÅh)."
0,This Risk Alert discusses overdose of fentanyl using fentanyl transdermal patches that may result in patient harm.
0,"The Bulletin describes the risk of drug interactions with the use of post exposure prophylaxis (PEP) regimens against human immunodeficiency virus (HIV). A 46-year-old patient died due to fentanyl toxicity related to an interaction with Kaletra. When providing HIV PEP, a systematic approach for identifying possible drug interactions may be lacking. Strategies are provided to reduce the potential for harm related to the drug interactions."
0,A float nurse was to administer BCG 0.05 ml to each of two infants. The BCG was reconstituted and 0.5 ml was withdrawn into an insulin syringe and administered. The error was recognized before vaccination of the second infant. No ill effects were noticed. The dose of BCG is in milliliters and the insulin syringe is calibrated in units therefore introducing an opportunity for error. The dose of BCG is small and can be confused with the more commonly administered Vitamin K1. Two nurses are usually present during the administration of BCG. There was no patient name on the Physician Order Sheet.
1,"An admission medication order for a patient still in the Emergency Department was intended to be Hydroxychloroquine 200 mg BID. A ward clerk transcribed the order as ""HCTZ 200 mg, BID"" which led to the patient receiving Hydrochlorothiazide 200 mg for 16 hours (total of eight tablets). The orders were not verified for 16 hours and there is no consistent way to flag unprocessed and/or unverified orders in the ED. Faxed order sheet was not received by Pharmacy (although there was a check mark indicating that it had been faxed but there was no time indicated); therefore the patient's drug profile was not in Pyxis when the nurse went to get the medication. Multiple medications are available through override function on Pyxis, 24 hours a day, therefore no one called Pharmacy to enquire about the profile. The patient deteriorated and was admitted to the Intensive Care Unit."
0,"A medical patient was re-admitted for IV antibiotic treatment when blood cultures were reported as positive one day after discharge. Initial orders for low dose Gentamicin to be administered every eight hours were modified to high dose Gentamicin at the same frequency. Two doses were prepared and administered within eight hours. There is no pharmacist in house after 1800 hours, so orders that are written after that point were not checked and filled until the next morning. The discrepancy in dosing frequency was noted by a clinical pharmacist the next morning and the order was modified. The patient became oliguric and required Intensive Care Unit support for an extended time. The High-Dose Gentamicin Protocol is the order sheet, and a second order is not required on the Doctor's Order Sheet. The protocol sheet does not clearly indicate that the serum creatinine used should be a same day draw or that it is to be administered q24h."
0,"A post surgical patient received a bolus of ten times the prescribed dose of Fentanyl via a patient controlled analgesia (PCA) pump. Approximately ten minutes later, the nurse found the patient diaphoretic and unresponsive. A Code ""25"" was called and Narcan was administered with good response. The event occurred at night when staffing was minimal and the nurse was caring for 15 other patient's at the time. Fentanyl is not routinely used in this clinical area, the ordered dose was outside of the normal range and an error was made while programming the PCA pump. Low lighting in the room, misreading the Fentanyl vial, and programming limitations on the PCA pump, compounded calculation errors."
0,"Following the identification of a contaminant in international stocks of heparin and recalls from the Australian market, consensus guidelines were developed for Australian clinicians to extend the availability of heparin based products by prioritising their use according to clinical need, ensure there are no increases in preventable morbidity and mortality, and facilitate national consistency in the utilisation of these products. The Guidelines set out a staged approach, with the different stages determined by the remaining availability of the various heparin-based products. Recommendations for stage 1 are provided."
0,"The Bulletin highlights a cluster of cases reported to ISMP Canada where methotrexate was taken or administered daily rather then the prescribed weekly, often with serious adverse effects to the patients and/or death. Contributing factors and recommendations are also described."
0,"This Patient Safety Topic reviews the common contributing factors involved in adult and pediatric dose mix-ups which include the following: - lack of physical distinctions and separations between pediatric and adult medication practices - missed communications among and within the various disciplines of adult and pediatric practices - traditional professional and organizational cultures that hinder teamwork - high volume workload that blocks taking what providers perceive as ÅgextraÅh time to make a call or ask a question Recommendations to mitigate risk of same are provided. A near miss patient safety incident is decribed where a newborn received clonidine (a high alert drug) to attenuate the symptoms of opioid withdrawal, but was given an adult dose instead of the pediatric dose (i.e. wrong dose). The nurse recognized the error almost immediately and the appropriate measures were quickly taken to prevent harm."
0,"This Risk Alert discusses the incorrect administration of bupivacaine intravenously, intended for epidural administration, resulting in patient death. A 30-year-old woman suffered from a fatal heart attack and died within hours of giving birth to a son. Instead of intravenous saline solution, a bupivacaine bag for epidural usage was given intravenously by mistake. Initial investigation found that the cause of this fatal mistake was multifactorial; the saline and bupivacaine bags looked almost identical and were both kept in the same unlocked drawers."
0,This Risk Alert discusses common errors related to the prescribing of potassium chloride supplementation related primarily to patient misidentification and interpretation of laboratory results.
0,"A patient was being prepped for a spinal anesthetic and Atracurium was inadvertently administered instead of Midazolam. The patient suddenly flopped back down to a supine position, began twitching, and was unresponsive to commands. Respirations ceased and the patient was intubated for airway protection. En route to ICU, the patient rapidly became alert and responsive, moving all limbs. A urine screen confirmed the presence of a muscle relaxant metabolite. The patient was discharged home the next day. Design and usage of Anesthesia cart can create a cluttered workspace thus increasing the risk of error."
0,A patient was scheduled for minor surgery requiring local anesthesia with sedation. Atracurium 15 mg was inadvertently administered instead of Midazolam 1.5 mg resulting in the need for intubation and ventilatory support for approximately 10 min. The patient subsequently recovered. The medication vials were beside each other on the anesthetic drug cart in the Operating Room theatre (same size and colour of glass vial). A shortage of Rocuronium led to the temporary stocking of Atracurium as a substitute.
0,A patient scheduled for elective surgery under local sedation/anesthesia was inadvertently administered Atracurium instead of Midazolam. The patient experienced respiratory distress at the time and chest pain with shortness of breath post operatively. The patient was admitted overnight for monitoring and discharged the next day. The design of the workspace potentiated clutter and the two drugs were in the same workspace.
0,"A patient fell more that 15 feet onto a concrete surface and was seen at a local hospital. The initial assessment and diagnosis was incomplete and a decision to discharge was made. The patient became unstable and was transferred to a tertiary care centre where major injuries were identified. Resuscitation attempts were unsuccessful. The transport triage protocol did not include mechanism of injury as a relevant triage factor. The trauma triage protocol did not allow inclusion of reliable antecedent physiological data and the initial field assessment / vital signs, in arriving at a transport decision. Patient was triaged as Emergent based on mechanism of injury. Communication between providers was ineffective."
0,"This lesson addresses miscommunication of an order to administer a muscle relaxant during intubation resulting in the patient being paralysed prior to staff being prepared for the intubation. A patient was admitted to the intensive care unit (ICU) and required mechanical assistance to support their breathing; therefore the decision was made to intubate the patient. While the medical and nursing team were preparing for the intubation, the patient was given an intravenous dose of the muscle relaxant / neuromuscular blocking agent (NMBA) rocuronium after staff misinterpreted the conversation as an order to proceed. The patient became paralysed but was stabilized and following a short stay in ICU was discharged home. Contributing factors include: ? Absence of a call back system for medication administration during an elective intubation may have contributed to the clini"
0,"This Quality Use of Medicines Alert addresses patient safety incidents of wrong route whereby oral liquid medicines have been administered through intravenous (IV) and subcutaneous(SC) routes. Several serious and fatal patient safety incidents are described. Contributing factors to these types of errors include the following: - Devices designed specifically for accurate measurement of doses of oral liquid medicines may not be readily available on the ward. - Syringes used to prepare oral liquid medicines are easily connected to access devices for other routes of administration, for example, IV cannulas, IV tubing. - Multiple formulations of the same drug are available for different routes of administration. - Interruptions may occur between preparing a dose and administering it to a patient. - Patients may have nasogastric (NG) and IV lines running simultaneously. - Oral and IV medications are transported to the patientÅfs bedside in the same container. Recommendations of actions to reduce risk (both general and actions sp"
1,"This Safety Notice reviews medication patient safety incidents involving the prescribing, dispensing, and administration of oxycodone (a high alert drug) which have resulted in the wrong drug or wrong formulation being administered. This Notice includes recommendations and a visual guide to look-alike, sound-alike drugs. Specific incidents involved: ? prescribing or administering Endone? or OxyNorm? instead of OxyContin? ? prescribing or administering OxyContin? instead of Endone? or OxyNorm? ? confusing OxyContin? (oxycodone controlled release) and MS Contin? (morphine sulphate controlled release) tablets. ? prescribing or administering the wrong strength of OxyContin? ? prescribing or administering the wrong strength of OxyNorm? Contributing factors included confusion arising from: ? naming of the various oxycodone products ? multiplicity of strengths available ? different rates of release available"
0,This Risk Alert discusses administration of wrong doses of heparin and near misses of wrong dose administration due to selection of wrong concentration of heparin from ward stock supplies.
1,This lesson discusses patient safety incidents that can arise with oral analgesics due to the use of similar sounding names. A number of recommendations to reduce risk of these incidents is provided.
0,"The Bulletin describes a medication incident where a patient inadvertently self-injected the wrong type of insulin after receiving it at a community pharmacy and became hypoglycemic. Fortunately, the patient recovered following treatment. Through an investigation it was determined that NovoRapid? insulin had been given to the patient, along with several boxes of the correct Novolin? ge 30/70. Contributing factors and recommended actions for community pharmacies are also provided."
0,This Risk Alert discusses two fatal patient safety incidents related to mix up of the non-lipid and lipid formulations of amphotericin. The patients received the correct formulation (non-lipid) but the wrong dose. The overdose resulted from calculations based on the lipid formulation dosing recommendations which are higher than those of the non-lipid formulation.
0,This Risk Alert discusses the dispensing and administration of vincristine intrathecally resulting in a patient death. A patient presented to a busy ambulatory oncology centre where she was scheduled to receive her maintenance dose of intrathecal cytarabine chemotherapy. She was also to receive intravenously (IV). vincristine. Both drugs were provided in the same bag and placed on a trolley that contained both intrathecal and IV chemotherapy. The patient was attended to before other patients to meet a laboratory closing time for a test required 1/2 hour after the medication administration. Both cytarabine and vincristine were given intrathecally. Actions to reduce the risk of this type of medication patient incident are provided.
0,"This Safety Bulletin communicates that ISMP (US) recently reported that fentanyl transdermal patches continue to be inappropriately prescribed, dispensed, and administered to opioid-na?ve patients with acute pain. A Canadian fatal case of inappropriate use of the fentanyl patch is described. Actions to reduce the risk of errors in prescribing, dispensing and administration of fentanyl patches are provided. An adult patient presented to an emergency department for management of severe back and leg pain. The patient had been receiving acetaminophen with codeine on an as-needed basis (to a maximum of 480 mg codeine per day) and had received a prescription for oral hydromorphone 2-4 mg every four hours as needed the day before from the family physician. In the emergency department, the patient was treated with intravenous ketorolac with effect, and a fentanyl patch was applied. The patient was also instructed to continue taking the previously prescribed pain medications as needed. Three days later, the patient was experiencing severe pain and returned to the family physician, who increased the fentanyl patch dose from 75 mcg/hour to 125 mcg/hour. The patient was advised to continue taking the oral hydromorphone as needed for pain. The patient reported improvement of pain on a return visit to the family physician to next day. That evening, the patient appeared confused. The following morning, the patient was found unresponsive. Although emergency services were called, resuscitation measures were unsuccessful and the patient died."
1,"This Patient Safety Advisory identifies that mix-ups between morphine and hydromorphone are the most common and potentially serious errors that can occur involving two high-alert drugs; information on the equianalgesic doses of both drugs is provided. Contributing factors to the errors include lack of knowledge of equianalgesic dosing of morphine and hydromorphone, name similarities, the mistaken belief that hydromorphone is the generic name for morphine, breakdowns in the communication of drug orders, and dispensing the wrong medication or replenishing an automated dispensing cabinet (ADC) or unit/ward stock with the wrong medication. A number of patient safety incidents are described where the wrong drug contributed to harm and even death. Several safe practices that would reduce the risk of such mix-ups are provided."
1,"This Patient Safety Advisory discusses medication patient safety incidents where the wrong dose, wrong drug, wrong concentration, or wrong route has occurred as a result of ambiguous and confusing packaging and labelling of the drug product. Contributing factors to the incidents included printing of important information in an inconspicuous place on the label, presenting the important information in an ambiguous manner or overshadowing the important information by less important information. Other contributing factors include use of printing on the label that is less than optimal size, boldness or contrast, use of ornate graphics or company logos that distract from the primary purpose of the label, confirmation bias and the fact that healthcare practitioners often read labels under less-than-ideal conditions (e.g., in a patientÅfs room at night when lights are dimmed, during emergency situations). Strategies to"
1,"This Patient Safety Advisory presents the analysis of 13,000 medication patient safety incidents where the type of error was classified as ""wrong drug"". The Advisory discusses the 25 most common medication pairs that have contributed to patient safety incidents because of look-alike and/or sound-alike names. Strategies to reduce risk are provided."
0,"In 2006, ISMP Canada provided external expertise to conduct a root cause analysis of a medication incident involving administration of a high dose of fluorouracil over 4 hours instead of 4 days, as intended. The protocol also included a single dose of 100 mg cisplatin. The patient, a 43-year-old woman with advanced nasopharyngeal carcinoma, died 22 days later from the sequelae. The Fluorouracil Incident Root Cause Analysis Report was released for shared learning in May 2007. The Bulletin provides a brief overview of the findings and recommendations and describes some of the local and national efforts now underway to implement the recommendations for enhancing patient safety."
0,This Patient Safety Advisory discusses a rare but serious type of medication patient safety incident that may occur as a result of propofol (a high alert drug) infusion. The most common contributing factors are a prolonged infusion and patient specific clinical risk factors.
0,"This Patient Safety Advisory reviews the indications, contraindications, pharmacology and pharmacokinetics of fentanyl transdermal patches with a focus on the hazards that may occur with the use of fentanyl transdermal patches, a high alert drug. Factors contributing to the numerous patient safety incidents described include multiple fentanyl transdermal patches inadvertently placed; concomitant use of transdermal patches with patient-controlled analgesia; inappropriate prescribing, particularly with the opioid-na?ve population; potential patient abuse of the patch; and lack of patient education, especially regarding administration and storage and disposal. Multiple patch application may be due to poor patch visibility, as many of the patches are clear or translucent, and the fact that there is not a good mechanism in place to remind practitioners, patients, and caregivers to remove old patches. Lack of knowledge of equianalgesic doses contributes to inappropriate prescribing."
1,"This sentinel event alert from the Joint Commission (re-posted by the Victorian Department of Health) discusses the potential for patient safety incidents of drugs with look-alike, sound-alike drug names. Contributing factors to these type of incidents include the large number of drugs currently on the market, illegible handwriting, incomplete knowledge of drug names, newly available products, similar packaging or labelling, similar clinical use, similar strengths, dosage forms, frequency of administration, and the failure of manufacturers and regulatory authorities to recognize the potential for error and to conduct rigorous risk assessments, both for nonproprietary and brand names, prior to approving new product names. Recommendations to reduce likelihood of incident occurrence are presented."
1,"As a vasoconstrictor, epinephrine is 100 to 1,000 times more potent than ephedrine. Mix-ups between these two drugs have resulted in serious patient harm. The bulletin highlights a report received by ISMP Canada involving a critical incident with a mix-up between ephedrine and epinephrine as well as references several other major errors with these medications. The drug names look alike and this problem is compounded by the fact that both names start with the letter ""e"" and the drugs are therefore likely to be stored in close proximity in medication storage areas. The products may also be similarly packaged in 1 ml ampoules. A Canadian hospital reported that a patient in labour inadvertently received 1.3mg intravenous (IV) of epinephrine instead of 5 mg IV of ephedrine. The nurse had taken a telephone order for the ephedrine when the patient's blood pressure remained low after initiation of an epidural anesthesia. The nurse was in the process of inadvertently infusing 5 mg of epinephrine but the injection was stopped due to the patient's sudden severe hypertension, tachycardia and nausea. Both the mother and infant were discharged home several days later. Cardiology follow up indicated that the mother had probably experienced a subendocardial myocardial infarction."
0,"This Patient Safety Initiative alert discusses the risk of hypoglycemia when insulin is inadvertently added to an IV or when oral-hypoglycemics are given to non-diabetics. The alert, therefore discusses a wrong drug error with a high alert drug. A case is described where a premature baby received a total parenteral nutrition (TPN) bag that contained insulin instead of heparin. A blood glucose level of 17 mg/dL was reported for a premature baby in the NICU, six hours after a TPN infusion had been started. Despite multiple bolus doses of glucose and an infusion of dextrose 20% in sodium chloride 0.45% (1/2 NS), the hypoglycemia did not completely resolve until the TPN was discontinued. The concerned neonatologist requested that the remaining TPN be sent for analysis, which revealed that the fluid contained insulin instead of heparin. The long-term impact on the neonate has yet to be determined. This hospital receives TPN from a contracted national vendor and an investigation into the event is underway. Similar events reported by ISMP identified the following contributing factors: - similar packaging of insulin and heparin in 10 mL vials - placement of insulin and heparin vials, both typically used each shift/day, next to each other on a counter, drug cart, or under a pharmacy IV admixture hood - mental slips leading to confusion between heparin and insulin, especially since both drugs are dosed in units."
0,"This Safety Notice identifies warfarin, a high-alert drug, with a narrow therapeutic index as the 5th most common medication involved in patient safety incidents and provides guidelines for prescribing, dispensing and administering warfarin."
0,This alert from the Victorian Medicines Advisory Committee is an audit checklist and review of recommended actions to reduce the risk of wrong route administration of vincristine. This alert describes actions to reduce risk.
0,"This Patient Safety Advisory discusses medication patient safety incidents where patients have received nimodipine intravenously (wrong route) rather then orally or via the nasogastric tube, resulting in patient harm and death. Recommendations to reduce risk of occurrence are presented."
0,"This Patient Safety Advisory reviews medication patient safety incidents where patients have been harmed with the administration of intravenous (IV), promethazine. Several patient incidents are described and recommendations to reduce risk of occurrence are presented."
0,"The Clinical Alert describes a patient safety incident where an 80-year-old male was transferred from hospital to a nursing facility with an inaccurate transfer summary. The hospital physician mistakenly substituted the drug Amaryl, an antidiabetic medication, for Ramipril, 5 mg. Although the patient was not diabetic, and there was no reference to a diagnosis of diabetes mellitus on the discharge summary, the patient was prescribed Amaryl daily to treat ""diabetes"" by a different physician. The patient was found unresponsive three days later and subsequently died in hospital of severe anoxic encephalopathy secondary to profound hypoglycemia The case graphically demonstrates what can happen when erroneous information is put on a hospital transfer summary and when the receiving facility fails to question such information. The alert includes a reference to the Joint Commission on Accreditation of Healthcare Organizations 2004 addition of Medication Reconciliation to its list of National Patient Safety Goals."
0,"This lesson describes a patient safety incident where a paediatric patient was given an overdose of a drug to treat a hormonal disorder which resulted in hyponatremia and admission to the ICU. A paediatric patient was ordered 0.2 micrograms of a drug to treat a hormonal disorder. Over the next few days the medication was dispensed by a number of different nurses. It became evident that some nurses had administered 0.2 micrograms while others administered 2 micrograms, ten times the required dosage. Blood tests showed that the patient had developed hyponatremia (low sodium levels) as a result of the overdose and the patient required admission to ICU for monitoring until their condition stabilized. Contributing factors included the following: - According to nursing staff, the numerical dosage on the medication chart was unclear. When the error was identified, medical staff were immediately called to cease the medication order. Unfortunately the dosage was permanently obscured, thus the organisation was unable to ascertain how it had originally appeared. - Double checking of the medication failed on a number of occasions. - Another patient previously on the ward had been ordered 5 micrograms of the same drug thus the dosage of 2 micrograms did not appear excessive. - Pharmacy staff did not check the medication order as per normal weekday protocols. - An earlier blood test had shown mild hyponatremia but medical staff had not checked the result, and no alert was issued by pathology. Actions taken by the facility to reduce likelihood of this incident recurring are provided."
0,"This lesson describes a patient safety incident where mix up of two infusion lines and pumps caused an overdose of analgesia. Postoperatively a patient had a hydration infusion and an analgesic infusion both running through similar pumps. After review by the pain management team the analgesic was ceased by verbal order but no notation made on the drug chart. The nurse caring for the patient briefly removed both infusions from the pump chambers to change the patient's gown. The analgesia line was then reconnected via the hydration pump and vice versa, which caused a rapid overdose of analgesia. The patient was found unconscious and required resuscitation and transfer to ICU. Contributing factors to the incident were the following: ? Failure to document the cessation of the analgesia resulted the infusion continuing unnecessarily. ? The infusion lines were not clearly distinguishable from each other. ? The analgesic line was not removed at the time of the order being verbally ceased. ? Staff did not adhere to the ÅgFive RightsÅh protocol when reconnecting the lines hence it was not immediately identify ed that the lines had been replaced in the incorrect pump chambers Actions taken by the facility to reduce likelihood of recurrence are presented."
1,"This Patient Safety Advisory discusses the many potential and real patient safety incidents which occur with heparin (a high alert drug) therapy. Details on the following contributing factors that result in wrong drug and wrong dose errors are provided: - Look-alike packaging and labelling - Stocking errors - similarity in appearance, a variety of concentrations available, stored in close proximity - Concomitant therapies with other anticoagulants. Several case reports are provided. The most recent patient safety incident involved three premature infants who died as a result of mistakenly receiving overdoses of heparin. The wrong strength was used to prepare flush solutions for umbilical lines. The error occurred when heparin 10,000 units/mL, 1 mL vials inadvertently were placed into a unit-based automated dispensing cabinet area where heparin 10 units/mL, 1 mL vials were normally kept."
0,This policy's aim is to minimize the risk of inadvertent administration of vincristine by the intrathecal route (wrong route). It mandates standard packaging and labelling for vinca alkaloids irrespective of whether intrathecal chemotherapy is administered within a given institution.
0,This product alert describes two near misses of replenishing patient care area ward stock with concentrated potassium chloride rather than the intended heparin product.
0,"This Safety Bulletin reviews the high risk of harm when medications intended for epidural administration are inadvertently administered intravenously and uses a fatal case report to provide context. A 16-year-old girl died during labour after an epidural analgesic (presumably with bupivacaine) was inadvertently infused intravenously. The nurse had intended to administer a minibag containing penicillin. Five minutes after the start of the infusion the patient was observed to experience Ågseizures, clenched jaw and gasping respirations.Åh Efforts to resuscitate the patient were unsuccessful."
